id,Date,Weekly_Sales
1,19/08/2015,1203.5
1,26/08/2015,1537
1,02/09/2015,1990
1,09/09/2015,2152
1,16/09/2015,2420.5
1,23/09/2015,2133
1,30/09/2015,3081.5
1,07/10/2015,3287
1,14/10/2015,3788
1,21/10/2015,9511
1,28/10/2015,4759.5
1,04/11/2015,1783
1,11/11/2015,1042
1,18/11/2015,1775.5
1,25/11/2015,2988.72
1,02/12/2015,2595.41
1,09/12/2015,3090.91
1,16/12/2015,4544.5
1,23/12/2015,8515
1,30/12/2015,3872.5
1,06/01/2016,1133
1,13/01/2016,771.53
1,20/01/2016,835
1,27/01/2016,687
1,03/02/2016,1135
1,10/02/2016,2257.47
1,17/02/2016,1710
1,24/02/2016,1305.5
1,02/03/2016,1417.75
1,09/03/2016,2111.5
1,16/03/2016,2070
1,23/03/2016,2234.63
1,30/03/2016,2257
1,06/04/2016,2372.5
1,13/04/2016,2490.01
1,20/04/2016,1966
1,27/04/2016,2476
1,04/05/2016,2009.5
1,11/05/2016,2310.5
1,18/05/2016,3998.44
1,25/05/2016,2380.88
1,01/06/2016,2463.41
1,08/06/2016,1976.35
1,15/06/2016,3256.38
1,22/06/2016,3103.2
1,29/06/2016,2460.38
1,06/07/2016,3563.23
1,13/07/2016,2047.2
1,20/07/2016,1599.29
1,27/07/2016,2264.29
1,03/08/2016,1649.38
1,10/08/2016,1901.14
1,17/08/2016,1747
1,24/08/2016,2359.49
1,31/08/2016,2815.5
1,07/09/2016,2935.09
1,14/09/2016,3306.36
1,21/09/2016,3185.56
1,28/09/2016,3096.15
1,05/10/2016,3534.87
1,12/10/2016,3074.26
1,19/10/2016,2977.8
1,26/10/2016,1934.51
2,05/02/2014,27470.39
2,12/02/2014,26160.34
2,19/02/2014,27485.18
2,26/02/2014,24740.51
2,05/03/2014,28217.09
2,12/03/2014,27611.75
2,19/03/2014,30633.78
2,26/03/2014,27456.27
2,02/04/2014,32869.94
2,09/04/2014,30229.34
2,16/04/2014,27862.13
2,23/04/2014,28013.86
2,30/04/2014,27874.91
2,07/05/2014,30700.38
2,14/05/2014,30254.39
2,21/05/2014,30538.97
2,28/05/2014,33712.99
2,04/06/2014,41518.7
2,11/06/2014,36412.61
2,18/06/2014,32648.34
2,25/06/2014,34223.38
2,02/07/2014,33388.36
2,09/07/2014,32272.39
2,16/07/2014,31666.11
2,23/07/2014,30776.61
2,30/07/2014,28158.48
2,06/08/2014,30508.45
2,13/08/2014,27516.24
2,20/08/2014,26038.95
2,27/08/2014,25242.31
2,03/09/2014,25570.45
2,10/09/2014,22668.32
2,17/09/2014,20181.55
2,24/09/2014,21429.96
2,01/10/2014,20724.58
2,08/10/2014,21764.08
2,15/10/2014,20172.4
2,22/10/2014,21530.43
2,29/10/2014,22187.04
2,05/11/2014,24082.31
2,12/11/2014,23541.07
2,19/11/2014,23426.64
2,26/11/2014,27052.16
2,03/12/2014,30301.92
2,10/12/2014,31774.06
2,17/12/2014,39816.74
2,24/12/2014,59386.09
2,31/12/2014,28204.44
2,07/01/2015,22326.99
2,14/01/2015,19940.16
2,21/01/2015,21148.04
2,28/01/2015,20256.75
2,04/02/2015,22683.64
2,11/02/2015,24506.14
2,18/02/2015,27125.1
2,25/02/2015,24142.77
2,04/03/2015,26296.43
2,11/03/2015,26213.68
2,18/03/2015,29184.16
2,25/03/2015,24731.02
2,01/04/2015,25124.55
2,08/04/2015,25696.5
2,15/04/2015,25592.64
2,22/04/2015,29195.08
2,29/04/2015,27401.85
2,06/05/2015,28920.45
2,13/05/2015,27091.94
2,20/05/2015,26819.6
2,27/05/2015,29905.95
2,03/06/2015,39755.01
2,10/06/2015,35533.74
2,17/06/2015,33962.51
2,24/06/2015,33301.75
2,01/07/2015,34452.52
2,08/07/2015,35757.87
2,15/07/2015,30750.76
2,22/07/2015,30664.55
2,29/07/2015,28506.07
2,05/08/2015,29417.49
2,12/08/2015,26238.24
2,19/08/2015,26050.69
2,26/08/2015,24117.85
2,02/09/2015,23804.88
2,09/09/2015,25897.51
2,16/09/2015,22159.09
2,23/09/2015,21952.33
2,30/09/2015,21720.85
2,07/10/2015,23333.75
2,14/10/2015,21371.16
2,21/10/2015,21585.29
2,28/10/2015,22885.63
2,04/11/2015,22623.94
2,11/11/2015,22117.46
2,18/11/2015,21228.21
2,25/11/2015,26831.51
2,02/12/2015,27577.07
2,09/12/2015,33029.17
2,16/12/2015,38708.28
2,23/12/2015,59400.05
2,30/12/2015,36389.71
2,06/01/2016,23100.46
2,13/01/2016,21518.81
2,20/01/2016,21982.63
2,27/01/2016,20694.59
2,03/02/2016,23935.68
2,10/02/2016,23576.31
2,17/02/2016,24860.51
2,24/02/2016,23205.55
2,02/03/2016,25335.2
2,09/03/2016,25980.07
2,16/03/2016,30404.84
2,23/03/2016,24312.99
2,30/03/2016,24908.67
2,06/04/2016,32777.55
2,13/04/2016,27808.5
2,20/04/2016,26585.37
2,27/04/2016,28200.49
2,04/05/2016,28903.24
2,11/05/2016,27078.52
2,18/05/2016,28976.01
2,25/05/2016,31299.67
2,01/06/2016,36424.16
2,08/06/2016,33475.29
2,15/06/2016,32073.43
2,22/06/2016,31818.23
2,29/06/2016,32322.93
2,06/07/2016,35244.11
2,13/07/2016,30152.43
2,20/07/2016,28448.69
2,27/07/2016,27450.7
2,03/08/2016,27955.1
2,10/08/2016,26233.91
2,17/08/2016,25301.71
2,24/08/2016,23904.64
2,31/08/2016,22428.52
2,07/09/2016,23655.52
2,14/09/2016,19595.1
2,21/09/2016,21460.56
2,28/09/2016,19743
2,05/10/2016,21656.82
2,12/10/2016,19509.89
2,19/10/2016,20329.37
2,26/10/2016,21035.05
3,05/02/2014,6263.43
3,12/02/2014,8604.35
3,19/02/2014,9339.38
3,26/02/2014,6874.03
3,05/03/2014,6698.9
3,12/03/2014,6485.36
3,19/03/2014,6101.36
3,26/03/2014,5037.14
3,02/04/2014,7533.09
3,09/04/2014,6586.01
3,16/04/2014,6432.45
3,23/04/2014,5937.44
3,30/04/2014,5149.02
3,07/05/2014,6815.29
3,14/05/2014,5776.32
3,21/05/2014,5813.38
3,28/05/2014,5103.92
3,04/06/2014,5446.3
3,11/06/2014,5483.7
3,18/06/2014,5340.62
3,25/06/2014,5134.43
3,02/07/2014,5460.61
3,09/07/2014,5483.63
3,16/07/2014,3668.88
3,23/07/2014,4244.81
3,30/07/2014,4468.79
3,06/08/2014,6841.4
3,13/08/2014,6395.17
3,20/08/2014,6179.4
3,27/08/2014,5391.6
3,03/09/2014,5214.5
3,10/09/2014,5867.65
3,17/09/2014,5957.52
3,24/09/2014,5038.98
3,01/10/2014,4489.48
3,08/10/2014,4870.22
3,15/10/2014,5624.94
3,22/10/2014,4813.77
3,29/10/2014,4114.83
3,05/11/2014,4865.67
3,12/11/2014,4958.8
3,19/11/2014,4043.2
3,26/11/2014,3690.83
3,03/12/2014,4305.21
3,10/12/2014,5516.62
3,17/12/2014,5409.81
3,24/12/2014,7250.79
3,31/12/2014,5142.1
3,07/01/2015,6021.64
3,14/01/2015,7094.35
3,21/01/2015,5545.1
3,28/01/2015,4900.06
3,04/02/2015,6100.87
3,11/02/2015,6975.43
3,18/02/2015,6462.9
3,25/02/2015,5157.1
3,04/03/2015,6133.08
3,11/03/2015,6292.36
3,18/03/2015,6305.86
3,25/03/2015,5341.57
3,01/04/2015,5551.62
3,08/04/2015,6162.69
3,15/04/2015,6328.56
3,22/04/2015,5691.26
3,29/04/2015,4901.82
3,06/05/2015,5560
3,13/05/2015,6118.13
3,20/05/2015,5545.66
3,27/05/2015,4949.24
3,03/06/2015,6239.98
3,10/06/2015,5718.28
3,17/06/2015,6446.3
3,24/06/2015,5442.08
3,01/07/2015,5861.39
3,08/07/2015,5696.55
3,15/07/2015,6951.98
3,22/07/2015,5847.23
3,29/07/2015,4500.14
3,05/08/2015,5720.39
3,12/08/2015,6352.84
3,19/08/2015,5640.74
3,26/08/2015,5498.79
3,02/09/2015,5491.63
3,09/09/2015,6338.71
3,16/09/2015,5263.73
3,23/09/2015,4525.04
3,30/09/2015,3500.98
3,07/10/2015,4637.41
3,14/10/2015,5128.79
3,21/10/2015,4378.15
3,28/10/2015,4162.57
3,04/11/2015,4414.46
3,11/11/2015,5089.96
3,18/11/2015,4282.33
3,25/11/2015,3629.55
3,02/12/2015,3949.93
3,09/12/2015,5467.68
3,16/12/2015,4250.4
3,23/12/2015,6363.64
3,30/12/2015,4881.62
3,06/01/2016,6830.49
3,13/01/2016,6507.19
3,20/01/2016,5822.97
3,27/01/2016,5993.67
3,03/02/2016,6497.19
3,10/02/2016,6717.84
3,17/02/2016,7476.92
3,24/02/2016,6850.67
3,02/03/2016,6399.08
3,09/03/2016,6942.24
3,16/03/2016,6159.3
3,23/03/2016,5570.06
3,30/03/2016,6033.9
3,06/04/2016,7212.73
3,13/04/2016,7125.65
3,20/04/2016,6031.33
3,27/04/2016,5002.95
3,04/05/2016,5593.3
3,11/05/2016,5989.78
3,18/05/2016,6114.39
3,25/05/2016,5278.67
3,01/06/2016,5634.46
3,08/06/2016,6382.66
3,15/06/2016,6467.4
3,22/06/2016,5925.69
3,29/06/2016,5261.36
3,06/07/2016,6350.28
3,13/07/2016,6533.97
3,20/07/2016,5676.02
3,27/07/2016,6123.13
3,03/08/2016,6198.06
3,10/08/2016,6759.73
3,17/08/2016,6685.8
3,24/08/2016,4847.43
3,31/08/2016,5421.32
3,07/09/2016,6007.51
3,14/09/2016,5626.73
3,21/09/2016,5052.04
3,28/09/2016,4783.33
3,05/10/2016,6315.92
3,12/10/2016,5962.23
3,19/10/2016,5900.1
3,26/10/2016,4489.72
4,05/02/2014,975.5
4,12/02/2014,727.5
4,19/02/2014,1981.5
4,26/02/2014,1709.5
4,05/03/2014,1371.5
4,12/03/2014,1481
4,19/03/2014,2426.5
4,26/03/2014,1293
4,02/04/2014,1220
4,09/04/2014,2135.5
4,16/04/2014,2526.5
4,23/04/2014,1791.5
4,30/04/2014,3002.5
4,07/05/2014,4328
4,14/05/2014,3825
4,21/05/2014,5503.97
4,28/05/2014,8558
4,04/06/2014,10937
4,11/06/2014,7596
4,18/06/2014,7498
4,25/06/2014,6716.5
4,02/07/2014,5265.5
4,09/07/2014,4578.5
4,16/07/2014,3427.24
4,23/07/2014,4191.5
4,30/07/2014,2344
4,06/08/2014,2297
4,13/08/2014,1966
4,20/08/2014,1267.5
4,27/08/2014,1353.5
4,03/09/2014,1047
4,10/09/2014,843
4,17/09/2014,607
4,24/09/2014,324
4,01/10/2014,774
4,08/10/2014,996
4,15/10/2014,987
4,22/10/2014,747
4,29/10/2014,1498
4,05/11/2014,2783
4,12/11/2014,2035
4,19/11/2014,2292
4,26/11/2014,3379.99
4,03/12/2014,2118
4,10/12/2014,3737
4,17/12/2014,3573
4,24/12/2014,3965
4,31/12/2014,1230
4,07/01/2015,766
4,14/01/2015,1721
4,21/01/2015,1642
4,28/01/2015,962
4,04/02/2015,3118
4,11/02/2015,699
4,18/02/2015,823
4,25/02/2015,2363
4,04/03/2015,1820.5
4,11/03/2015,1865
4,18/03/2015,3143
4,25/03/2015,2240
4,01/04/2015,1840
4,08/04/2015,1504.5
4,15/04/2015,2178
4,22/04/2015,1952
4,29/04/2015,1704
4,06/05/2015,2139
4,13/05/2015,3200
4,20/05/2015,3051
4,27/05/2015,5859
4,03/06/2015,9617
4,10/06/2015,8020
4,17/06/2015,8872.97
4,24/06/2015,6122
4,01/07/2015,6434
4,08/07/2015,5104
4,15/07/2015,2855
4,22/07/2015,1877
4,29/07/2015,1318
4,05/08/2015,482
4,12/08/2015,622
4,19/08/2015,295
4,26/08/2015,111.85
4,02/09/2015,409.7
4,09/09/2015,677.31
4,16/09/2015,402.43
4,23/09/2015,428.37
4,30/09/2015,307.52
4,07/10/2015,882.98
4,14/10/2015,450.4
4,21/10/2015,1106.94
4,28/10/2015,897.01
4,04/11/2015,1934.61
4,11/11/2015,1089.74
4,18/11/2015,1284.44
4,25/11/2015,2785.16
4,02/12/2015,2085.69
4,09/12/2015,5192.28
4,16/12/2015,2931.14
4,23/12/2015,4793.86
4,30/12/2015,2060.86
4,06/01/2016,1038.46
4,13/01/2016,1123.22
4,20/01/2016,1291.22
4,27/01/2016,815.37
4,03/02/2016,2017.47
4,10/02/2016,3213.77
4,17/02/2016,1314.86
4,24/02/2016,759.79
4,02/03/2016,1029.44
4,09/03/2016,1762
4,16/03/2016,2073.99
4,23/03/2016,1944
4,30/03/2016,2750
4,06/04/2016,2492
4,13/04/2016,2502
4,20/04/2016,1722
4,27/04/2016,2399
4,04/05/2016,2458
4,11/05/2016,4011
4,18/05/2016,4289
4,25/05/2016,6457
4,01/06/2016,8526
4,08/06/2016,7093
4,15/06/2016,6816
4,22/06/2016,6905
4,29/06/2016,7629
4,06/07/2016,6289
4,13/07/2016,3179
4,20/07/2016,2635
4,27/07/2016,2016
4,03/08/2016,2091
4,10/08/2016,1361
4,17/08/2016,1022.88
4,24/08/2016,820.76
4,31/08/2016,858.84
4,07/09/2016,824.22
4,14/09/2016,962.4
4,21/09/2016,1056.12
4,28/09/2016,421.64
4,05/10/2016,1317.78
4,12/10/2016,1878.44
4,19/10/2016,867.88
4,26/10/2016,1033.32
5,05/02/2014,16995.18
5,12/02/2014,14986.54
5,19/02/2014,15440.28
5,26/02/2014,14976.59
5,05/03/2014,16574.85
5,12/03/2014,17279.26
5,19/03/2014,15408.41
5,26/03/2014,15275.76
5,02/04/2014,18859.31
5,09/04/2014,14582.21
5,16/04/2014,13463.68
5,23/04/2014,12591.94
5,30/04/2014,14119.89
5,07/05/2014,15599.2
5,14/05/2014,15133.75
5,21/05/2014,12120.64
5,28/05/2014,12631.98
5,04/06/2014,14078.79
5,11/06/2014,15676.62
5,18/06/2014,14245.74
5,25/06/2014,13867.9
5,02/07/2014,15777.7
5,09/07/2014,15089.38
5,16/07/2014,15470.47
5,23/07/2014,15345.92
5,30/07/2014,14304.02
5,06/08/2014,13449.52
5,13/08/2014,15272.92
5,20/08/2014,13871.29
5,27/08/2014,13728.18
5,03/09/2014,14398.25
5,10/09/2014,13365.85
5,17/09/2014,13646.05
5,24/09/2014,12591.89
5,01/10/2014,12583.57
5,08/10/2014,12902.21
5,15/10/2014,13070
5,22/10/2014,12795.96
5,29/10/2014,12644.12
5,05/11/2014,13899.74
5,12/11/2014,14103.82
5,19/11/2014,13570.59
5,26/11/2014,15520.24
5,03/12/2014,14603.36
5,10/12/2014,18650.58
5,17/12/2014,19772.11
5,24/12/2014,29800.75
5,31/12/2014,10811.42
5,07/01/2015,11566.13
5,14/01/2015,10320.7
5,21/01/2015,10405.95
5,28/01/2015,10550.75
5,04/02/2015,14126.65
5,11/02/2015,13128.7
5,18/02/2015,14789.09
5,25/02/2015,13670.71
5,04/03/2015,14287.61
5,11/03/2015,11930.87
5,18/03/2015,13022.43
5,25/03/2015,12686.61
5,01/04/2015,13274.94
5,08/04/2015,13459.34
5,15/04/2015,12661.19
5,22/04/2015,16927.45
5,29/04/2015,12728.15
5,06/05/2015,14820.11
5,13/05/2015,12248.86
5,20/05/2015,11756.4
5,27/05/2015,10271.06
5,03/06/2015,11252.42
5,10/06/2015,12138.19
5,17/06/2015,11830.7
5,24/06/2015,11225.79
5,01/07/2015,11627.14
5,08/07/2015,12476.95
5,15/07/2015,12386.92
5,22/07/2015,11628.71
5,29/07/2015,11908.88
5,05/08/2015,12332.96
5,12/08/2015,13059.32
5,19/08/2015,12190.62
5,26/08/2015,11898.67
5,02/09/2015,13726.56
5,09/09/2015,13307.55
5,16/09/2015,12580.47
5,23/09/2015,12038.86
5,30/09/2015,11687.73
5,07/10/2015,12674.87
5,14/10/2015,12622.27
5,21/10/2015,12427.14
5,28/10/2015,12861.74
5,04/11/2015,13196.01
5,11/11/2015,14108.46
5,18/11/2015,15040.45
5,25/11/2015,15824.58
5,02/12/2015,15231.21
5,09/12/2015,16648.95
5,16/12/2015,19733.07
5,23/12/2015,28070.83
5,30/12/2015,12804.92
5,06/01/2016,10903.12
5,13/01/2016,10591.49
5,20/01/2016,10651.09
5,27/01/2016,10246.61
5,03/02/2016,13108.45
5,10/02/2016,13673.57
5,17/02/2016,13586.24
5,24/02/2016,12872.31
5,02/03/2016,14590.38
5,09/03/2016,14205.55
5,16/03/2016,12587.84
5,23/03/2016,11472.22
5,30/03/2016,14120.02
5,06/04/2016,17437.8
5,13/04/2016,12867.44
5,20/04/2016,10817.34
5,27/04/2016,12308.91
5,04/05/2016,12422.56
5,11/05/2016,11092.31
5,18/05/2016,11039.81
5,25/05/2016,9838.24
5,01/06/2016,9939.49
5,08/06/2016,11377.24
5,15/06/2016,11630.18
5,22/06/2016,11626.6
5,29/06/2016,11576.24
5,06/07/2016,12567.78
5,13/07/2016,11777.6
5,20/07/2016,12091.37
5,27/07/2016,10198.3
5,03/08/2016,12667.47
5,10/08/2016,12273.1
5,17/08/2016,10906.79
5,24/08/2016,11980.83
5,31/08/2016,12216.53
5,07/09/2016,12189.76
5,14/09/2016,11881.45
5,21/09/2016,11788.6
5,28/09/2016,11590.51
5,05/10/2016,12989.28
5,12/10/2016,12407.42
5,19/10/2016,12238.31
5,26/10/2016,11958.56
6,05/02/2014,4762.5
6,12/02/2014,5083.71
6,19/02/2014,4530.88
6,26/02/2014,4252.5
6,05/03/2014,4861
6,12/03/2014,3853
6,19/03/2014,4361.88
6,26/03/2014,4049.94
6,02/04/2014,4862.01
6,09/04/2014,4653.23
6,16/04/2014,5037.5
6,23/04/2014,5411
6,30/04/2014,4690.72
6,07/05/2014,5130.21
6,14/05/2014,4702.97
6,21/05/2014,5063.26
6,28/05/2014,4796.22
6,04/06/2014,5811.24
6,11/06/2014,5562.23
6,18/06/2014,5215.7
6,25/06/2014,5751
6,02/07/2014,5911.66
6,09/07/2014,4606.64
6,16/07/2014,4585.77
6,23/07/2014,4714.68
6,30/07/2014,5113.74
6,06/08/2014,4767.53
6,13/08/2014,5447.68
6,20/08/2014,5915.4
6,27/08/2014,5776.04
6,03/09/2014,4131.06
6,10/09/2014,3997.6
6,17/09/2014,4631.56
6,24/09/2014,4057.21
6,01/10/2014,3799.58
6,08/10/2014,3623.22
6,15/10/2014,3873.94
6,22/10/2014,3557.02
6,29/10/2014,3707.74
6,05/11/2014,3336.18
6,12/11/2014,3373.7
6,19/11/2014,2788.56
6,26/11/2014,2705.87
6,03/12/2014,2680.28
6,10/12/2014,4171.08
6,17/12/2014,4027.14
6,24/12/2014,4702.95
6,31/12/2014,3578.82
6,07/01/2015,3452.11
6,14/01/2015,3044.06
6,21/01/2015,3957.06
6,28/01/2015,3921.94
6,04/02/2015,4020.86
6,11/02/2015,3774.18
6,18/02/2015,4274.06
6,25/02/2015,4629.78
6,04/03/2015,4885.88
6,11/03/2015,4719.07
6,18/03/2015,5690.5
6,25/03/2015,5501.96
6,01/04/2015,5056.72
6,08/04/2015,5034.06
6,15/04/2015,4461.28
6,22/04/2015,4329.06
6,29/04/2015,4530.11
6,06/05/2015,5415.35
6,13/05/2015,4530.2
6,20/05/2015,4443.32
6,27/05/2015,4805.71
6,03/06/2015,4833.18
6,10/06/2015,5068.01
6,17/06/2015,5574.18
6,24/06/2015,4537.18
6,01/07/2015,5228.64
6,08/07/2015,5541.31
6,15/07/2015,4574.99
6,22/07/2015,5383.35
6,29/07/2015,5084.02
6,05/08/2015,6149.95
6,12/08/2015,4650
6,19/08/2015,6730.96
6,26/08/2015,5018.88
6,02/09/2015,4317.68
6,09/09/2015,4177.48
6,16/09/2015,3720.08
6,23/09/2015,4485.1
6,30/09/2015,4449.6
6,07/10/2015,4473.05
6,14/10/2015,4080.59
6,21/10/2015,4253.21
6,28/10/2015,5381.13
6,04/11/2015,4264.1
6,11/11/2015,3470.54
6,18/11/2015,2622.24
6,25/11/2015,3085.49
6,02/12/2015,3401.24
6,09/12/2015,3205.55
6,16/12/2015,3296.7
6,23/12/2015,4815.5
6,30/12/2015,4163.68
6,06/01/2016,3950.08
6,13/01/2016,3037.98
6,20/01/2016,3317.52
6,27/01/2016,3271.6
6,03/02/2016,3834.74
6,10/02/2016,4667.18
6,17/02/2016,4636.09
6,24/02/2016,4351.14
6,02/03/2016,4165.62
6,09/03/2016,4272.16
6,16/03/2016,4725.34
6,23/03/2016,5381.4
6,30/03/2016,4251.16
6,06/04/2016,4682.48
6,13/04/2016,5367.27
6,20/04/2016,5199.66
6,27/04/2016,5552.3
6,04/05/2016,5083.42
6,11/05/2016,5201.67
6,18/05/2016,5227.34
6,25/05/2016,4667.79
6,01/06/2016,4871.33
6,08/06/2016,5199.02
6,15/06/2016,4567.74
6,22/06/2016,4970.84
6,29/06/2016,5664.24
6,06/07/2016,5122.44
6,13/07/2016,4620.52
6,20/07/2016,5100.75
6,27/07/2016,4691.38
6,03/08/2016,4441.08
6,10/08/2016,4285.76
6,17/08/2016,5212.66
6,24/08/2016,4573.98
6,31/08/2016,5397.3
6,07/09/2016,4641.62
6,14/09/2016,4214.12
6,21/09/2016,3351.26
6,28/09/2016,3607.66
6,05/10/2016,3446.48
6,12/10/2016,4227.3
6,19/10/2016,4304.54
6,26/10/2016,4515.37
7,05/02/2014,13470.53
7,12/02/2014,14173.01
7,19/02/2014,14593.85
7,26/02/2014,9975.12
7,05/03/2014,11153.46
7,12/03/2014,9312.04
7,19/03/2014,9698.9
7,26/03/2014,8115.69
7,02/04/2014,8258.45
7,09/04/2014,10314.11
7,16/04/2014,9457.88
7,23/04/2014,9414.56
7,30/04/2014,8793.47
7,07/05/2014,10237
7,14/05/2014,8850.45
7,21/05/2014,7896
7,28/05/2014,8949.89
7,04/06/2014,10126.62
7,11/06/2014,9190.38
7,18/06/2014,8725.94
7,25/06/2014,8434.84
7,02/07/2014,8816.69
7,09/07/2014,8934.98
7,16/07/2014,9634
7,23/07/2014,9405.42
7,30/07/2014,9513.06
7,06/08/2014,10530.1
7,13/08/2014,10092.32
7,20/08/2014,9837.81
7,27/08/2014,10767.77
7,03/09/2014,7575.71
7,10/09/2014,7896.29
7,17/09/2014,6956.77
7,24/09/2014,7367.49
7,01/10/2014,6565.06
7,08/10/2014,8446.92
7,15/10/2014,7146.19
7,22/10/2014,7570.45
7,29/10/2014,7505.42
7,05/11/2014,8672.66
7,12/11/2014,8404
7,19/11/2014,8523.93
7,26/11/2014,9601.06
7,03/12/2014,9649.68
7,10/12/2014,11764.73
7,17/12/2014,17332.58
7,24/12/2014,24904.11
7,31/12/2014,8256.7
7,07/01/2015,7593.84
7,14/01/2015,6778.79
7,21/01/2015,7303
7,28/01/2015,8250.83
7,04/02/2015,11023.92
7,11/02/2015,10631.82
7,18/02/2015,11471.51
7,25/02/2015,8063.28
7,04/03/2015,9501.56
7,11/03/2015,9117.74
7,18/03/2015,8672.51
7,25/03/2015,7750.2
7,01/04/2015,7399.8
7,08/04/2015,7712.46
7,15/04/2015,7070.81
7,22/04/2015,7561.3
7,29/04/2015,8890.08
7,06/05/2015,9795.57
7,13/05/2015,8825.75
7,20/05/2015,7315.59
7,27/05/2015,7575.57
7,03/06/2015,8693.79
7,10/06/2015,7135.35
7,17/06/2015,8875.12
7,24/06/2015,7997.3
7,01/07/2015,8385.52
7,08/07/2015,8566.94
7,15/07/2015,7697.33
7,22/07/2015,11768.31
7,29/07/2015,8084.29
7,05/08/2015,9227.98
7,12/08/2015,8241.49
7,19/08/2015,9284.77
7,26/08/2015,8899.88
7,02/09/2015,7553.58
7,09/09/2015,6760.43
7,16/09/2015,7596.61
7,23/09/2015,7361
7,30/09/2015,7363.17
7,07/10/2015,8241
7,14/10/2015,7735.31
7,21/10/2015,9188.45
7,28/10/2015,9017.24
7,04/11/2015,11057.05
7,11/11/2015,11207.25
7,18/11/2015,8048.92
7,25/11/2015,10141.14
7,02/12/2015,8990.46
7,09/12/2015,13094.12
7,16/12/2015,15419.42
7,23/12/2015,20683.95
7,30/12/2015,10947.66
7,06/01/2016,7904.85
7,13/01/2016,7861.34
7,20/01/2016,7985.26
7,27/01/2016,7392.19
7,03/02/2016,10728.39
7,10/02/2016,14607.12
7,17/02/2016,13405.67
7,24/02/2016,10859.91
7,02/03/2016,10189.04
7,09/03/2016,8807.26
7,16/03/2016,9873.14
7,23/03/2016,8761.43
7,30/03/2016,8711.77
7,06/04/2016,10070.09
7,13/04/2016,8761.81
7,20/04/2016,8161.76
7,27/04/2016,9486.25
7,04/05/2016,9535.64
7,11/05/2016,8909.41
7,18/05/2016,9229.97
7,25/05/2016,8389.61
7,01/06/2016,7405.24
7,08/06/2016,8121.65
7,15/06/2016,7929.57
7,22/06/2016,8532.28
7,29/06/2016,9188.85
7,06/07/2016,9301.03
7,13/07/2016,8215.38
7,20/07/2016,8493.43
7,27/07/2016,7432.95
7,03/08/2016,8428.85
7,10/08/2016,8716.94
7,17/08/2016,8819.19
7,24/08/2016,8755.03
7,31/08/2016,8062.51
7,07/09/2016,7330.31
7,14/09/2016,7355.98
7,21/09/2016,7566.47
7,28/09/2016,7131.89
7,05/10/2016,8323.64
7,12/10/2016,7858.69
7,19/10/2016,7354.9
7,26/10/2016,6945.68
8,05/02/2014,57647.52
8,12/02/2014,64126.88
8,19/02/2014,65303.33
8,26/02/2014,58584.93
8,05/03/2014,61700.46
8,12/03/2014,59686.16
8,19/03/2014,63170.86
8,26/03/2014,60655.55
8,02/04/2014,68487.26
8,09/04/2014,65640.23
8,16/04/2014,66264.24
8,23/04/2014,67322.58
8,30/04/2014,65461.45
8,07/05/2014,74276.36
8,14/05/2014,80634.65
8,21/05/2014,74927.24
8,28/05/2014,69937.78
8,04/06/2014,67076.67
8,11/06/2014,69556.91
8,18/06/2014,71744.82
